"fixture_type","fixture_id","fixture_code","realistic_target_type","realistic_target_id","realistic_target_code","mapping_decision","physical_identity_evidence","business_identity_evidence","jurisdiction_comparison","topology_comparison","site_type_comparison","confidence","conflicts","approval_required","operational_activation_change_in_scope"
"ASSIGNMENT","a8076a99-80fb-4e4b-12f7-4f4ff5ccc9c8","SAMPLE-METRO-MANILA-1380100000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","35baa237-3916-bb3f-413b-3f219c785f1b","SAMPLE-METRO-MANILA-1380200000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","1860ee90-dce4-41e7-b40f-2555299d5c18","SAMPLE-METRO-MANILA-1380200000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","deafd98d-d146-5bc6-45bb-c2333db66eb4","SAMPLE-METRO-MANILA-1380300000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","aa55aa4f-e1a9-81f5-e0b6-8cf96a38f831","SAMPLE-METRO-MANILA-1380300000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","bf47adca-edc8-ac54-4402-0e27e6948c88","SAMPLE-METRO-MANILA-1380400000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","e5112b74-5430-368b-eec2-c9934a818192","SAMPLE-METRO-MANILA-1380400000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","b47f72d7-8d54-7169-6443-1f856014e7bd","SAMPLE-METRO-MANILA-1380500000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","5a4cbac6-fd25-d7a5-829f-f6b7872079dd","SAMPLE-METRO-MANILA-1380500000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","06b44202-687c-a8aa-8047-3b66385d47ad","SAMPLE-METRO-MANILA-1380600000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","6f970bdc-076b-6b43-748b-40858b1537b5","SAMPLE-METRO-MANILA-1380600000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","2eb81166-3f86-78dc-01be-23da0e20a8a0","SAMPLE-METRO-MANILA-1380700000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","8470d240-05e0-4796-0e33-fe755c02b6b7","SAMPLE-METRO-MANILA-1380700000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","0453d7c5-7805-0622-eaf9-35eae7a02930","SAMPLE-METRO-MANILA-1380800000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","63840fe7-14fe-9cd5-b9be-eb0c460fa6c6","SAMPLE-METRO-MANILA-1380800000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","de8c8ce9-b891-6742-168f-58e3e61d7bfe","SAMPLE-METRO-MANILA-1380900000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","2fac49c3-9957-2d00-0661-8ee963f51cb9","SAMPLE-METRO-MANILA-1380900000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","39049810-9ed0-cf23-d9c5-0941c4c4be5a","SAMPLE-METRO-MANILA-1381000000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","f5c3bb5c-e67b-548f-4b13-2b1f9658a262","SAMPLE-METRO-MANILA-1381000000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","4ab305f2-6208-c5de-458a-421c06f0abc4","SAMPLE-METRO-MANILA-1381100000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","b08ef13f-f446-e61e-0a18-1c30c31218ce","SAMPLE-METRO-MANILA-1381100000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","3d33032d-45ac-82e4-e6df-640716e6f26d","SAMPLE-METRO-MANILA-1381200000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","186003d7-34fb-b06d-e62e-0eaf64293788","SAMPLE-METRO-MANILA-1381200000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","61e2eab0-408f-f86f-cc20-aea57b477691","SAMPLE-METRO-MANILA-1381300000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","73165dbb-5c96-b02f-5547-10f1d0b808b2","SAMPLE-METRO-MANILA-1381300000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","b7fe0681-9e4d-a7ef-6da4-346406ff3f99","SAMPLE-METRO-MANILA-1381400000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","b5177b5b-6938-ca30-414c-c1125958c56a","SAMPLE-METRO-MANILA-1381400000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","71c88171-db76-4a00-9aea-7d15ee4b143f","SAMPLE-METRO-MANILA-1381500000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","43a506f7-ec06-d71b-c0d2-e3226ab015e9","SAMPLE-METRO-MANILA-1381500000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","5652a7e0-0056-bca1-82ec-d95765f57d25","SAMPLE-METRO-MANILA-1381600000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","7c3cee78-4915-1dd2-157c-8f1797e3b92a","SAMPLE-METRO-MANILA-1381600000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","d9eefbe0-cd01-07c4-8028-99eb3b05321f","SAMPLE-METRO-MANILA-1381700000-01","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"ASSIGNMENT","012346f8-3095-1710-ce1b-5738e864c8f9","SAMPLE-METRO-MANILA-1381700000-02","","","","NO_REALISTIC_EQUIVALENT","Assignment belongs to a synthetic ordinal Site, not a physical facility identity.","I-006 jurisdiction-coverage proof only.","Jurisdiction may be shared with realistic Sites but assignment identity is Site-specific.","No transferable topology.","NOT_APPLICABLE","HIGH","Transfer would rewrite the identity of a different Site.","No mapping proposed; any future retirement requires environment-specific dependency proof.","false"
"SITE","110a07ad-773f-5018-b18a-d4d78e2ae6dd","MNT_OPEN_LOT_A","","","","NO_MAPPING_APPROVED","Estate context overlaps, but no source identifies this generic Site as one approved realistic facility.","The synthetic Site owns local lanes/devices or development behavior; realistic Sites are separate canonical identities.","No canonical assignment establishes equivalence.","No one-to-one topology correspondence.","OPEN_LOT","LOW","The six realistic Mactan Sites do not prove equivalence to the generic A/B development topology.","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","db5f423b-ed17-59d4-a5be-e7440aca5b21","MNT_STRUCTURED_B","","","","NO_MAPPING_APPROVED","Estate context overlaps, but no source identifies this generic Site as one approved realistic facility.","The synthetic Site owns local lanes/devices or development behavior; realistic Sites are separate canonical identities.","No canonical assignment establishes equivalence.","No one-to-one topology correspondence.","STRUCTURED_PARKING","LOW","The six realistic Mactan Sites do not prove equivalence to the generic A/B development topology.","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","77000000-0000-0000-0000-000000000002","OVERLOADED_7700_TEST_SITE","SITE","2d1dcdf8-f563-537c-8542-0bde7cc9da97","PITX-LEVEL-3","NO_MAPPING_APPROVED","PITX Level 3 is activated, but Parking Lot Index Code 1 and name proximity do not prove physical identity with Test Site.","PITX Level 3 has confirmed operational identity and statutory coverage; the fixture UUID remains overloaded across SANDBOX, MANUAL_TEST, and generic Test Site contracts.","Fixture variants use Pasig or synthetic LGU codes; PITX is Parañaque with confirmed Senior Citizen free-parking coverage.","Fixture dependencies and PITX topology are not equivalent.","Fixture OTHER versus target STRUCTURED_PARKING.","LOW","Overloaded semantics, jurisdiction mismatch, and different Site type.","No activation approval is required by this plan; explicit physical and governed business identity evidence plus fixture-owner approval is required before any reference migration.","false"
"SITE","2ffd107f-dae4-99c1-a502-bb34c34c8127","SAMPLE-METRO-CEBU-0722140000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","26cf5d3c-1409-4cfc-b5fe-21dd0d327dda","SAMPLE-METRO-CEBU-0722140000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","c1b6e3bd-da76-2653-86b7-d3ceabba1c1d","SAMPLE-METRO-CEBU-0722170000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","b0aae855-fbad-5569-9472-58dc09c895bb","SAMPLE-METRO-CEBU-0722170000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","aa3b86da-ea88-d166-19ea-93a078308ffc","SAMPLE-METRO-CEBU-0722180000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","eadc4627-f2a1-8291-0f95-1099794060e6","SAMPLE-METRO-CEBU-0722180000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","d1f42a77-ac3e-ac6a-efd1-3786064308ff","SAMPLE-METRO-CEBU-0722190000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","06dd30e5-2c6f-38d4-5093-9c72c30e7972","SAMPLE-METRO-CEBU-0722190000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","eb512092-c687-f743-a00e-ed2bd24e4c35","SAMPLE-METRO-CEBU-0722220000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","b2df4156-e9f3-d83e-b3b4-dff05b2bc07e","SAMPLE-METRO-CEBU-0722220000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","1d107594-c8f3-0438-85e4-8018b6ad16e6","SAMPLE-METRO-CEBU-0722270000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","367b6555-35b7-471c-550c-92e2f601b329","SAMPLE-METRO-CEBU-0722270000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","afc0004e-0b6a-3f59-3d5a-ef0e41e7bf46","SAMPLE-METRO-CEBU-0722310000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","75da0fe3-afe2-247e-6e61-9abd0eb5154a","SAMPLE-METRO-CEBU-0722310000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","12217b68-1723-020b-b440-b0e17ffd64e9","SAMPLE-METRO-CEBU-0722340000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","bb477aa2-822c-4fbf-3dfb-c37e5c4a132e","SAMPLE-METRO-CEBU-0722340000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","e7b1867a-c686-aac3-dd2c-58cfe4648cbd","SAMPLE-METRO-CEBU-0722410000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","b6776266-e97b-42b3-5946-11d2bacbab14","SAMPLE-METRO-CEBU-0722410000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","7224333e-fb68-b2a2-9099-77433839b5e6","SAMPLE-METRO-CEBU-0722500000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","0691e758-5130-13ec-7bb2-3eaef4e57064","SAMPLE-METRO-CEBU-0722500000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","4db4a5fd-463c-ce0f-7b57-df2fd522282d","SAMPLE-METRO-CEBU-0730220000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","ebd48bbc-d781-c334-1ed5-33ebb47b776c","SAMPLE-METRO-CEBU-0730220000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","61411873-436c-19c1-3e93-f7484aea7843","SAMPLE-METRO-CEBU-0730600000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","20525272-1f3b-71ca-6672-b12ed8066a81","SAMPLE-METRO-CEBU-0730600000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","cc492872-9844-022d-b65c-f5cc71cfb9e9","SAMPLE-METRO-CEBU-0731100000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","3e17d7e6-3558-30af-3a54-1c184b8f63cc","SAMPLE-METRO-CEBU-0731100000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","6c4567ea-b989-9ea9-5346-e672f6926f03","SAMPLE-METRO-DAVAO-1123030000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
