"repository","commit","path","reference_type","matched_fixture_tokens","controls_runtime_behavior","later_migration_action","current_action","classification_basis"
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountDecisionApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountDraftApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountE2EIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountLockedSchemaFixture.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountPolicyResolutionApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.UnitTests/Application/ManagementPlatformIdentityRbacInventoryServiceTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.UnitTests/Application/OperatorConsoleAccessReadinessServiceTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/ManagementPlatformUi/e2e/sales-invoice-profile-manage.spec.ts","AUTOMATED_TEST","77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/ManagementPlatformUi/src/App.test.tsx","AUTOMATED_TEST","77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/ManagementPlatformUi/src/auth.ts","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/OperatorConsoleUi/e2e/fixtures/operator-console-ordinance-browser-smoke-server.mjs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/OperatorConsoleUi/src/apiClient.ts","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/OperatorConsoleUi/src/App.test.tsx","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","build/generated/exitpass-full-object.generated.sql","GENERATED_ARTIFACT","110a07ad-773f-5018-b18a-d4d78e2ae6dd;594afaf3-6f55-54be-933d-c6572f4e02ec;db5f423b-ed17-59d4-a5be-e7440aca5b21;MNT;MNT_OPEN_LOT_A;MNT_STRUCTURED_B;SAMPLE-METRO-CEBU;SAMPLE-METRO-DAVAO;SAMPLE-METRO-MANILA","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","docs/ExitPass_Canonical_Philippine_Jurisdiction_Statutory_Parking_Coverage_Result_v1.0.md","DOCUMENTATION","SAMPLE-METRO-CEBU;SAMPLE-METRO-DAVAO;SAMPLE-METRO-MANILA","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","docs/proposals/Statutory_Discount_Policy_Registry_Baseline_Proposal_v1.md","DOCUMENTATION","MNT","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","docs/v1.3/reference-data/ExitPass_Realistic_Carpark_Catalog_Canonical_Seed_v1.0.md","DOCUMENTATION","MNT","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","objects/reference-data/exitpass.reference-data-v1.2.sql","AUTHORITATIVE_SEED","110a07ad-773f-5018-b18a-d4d78e2ae6dd;594afaf3-6f55-54be-933d-c6572f4e02ec;db5f423b-ed17-59d4-a5be-e7440aca5b21;MNT;MNT_OPEN_LOT_A;MNT_STRUCTURED_B","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql","AUTHORITATIVE_SEED","SAMPLE-METRO-CEBU;SAMPLE-METRO-DAVAO;SAMPLE-METRO-MANILA","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","objects/uat/management-platform.uat-identity-rbac-verify.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","objects/uat/operator-console.statutory-discount-pilot-fixture-seed.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","objects/uat/operator-console.statutory-discount-pilot-fixture-verify.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","reference-data/ExitPass_Reference_Data_v1.2.sql","GENERATED_ARTIFACT","110a07ad-773f-5018-b18a-d4d78e2ae6dd;594afaf3-6f55-54be-933d-c6572f4e02ec;db5f423b-ed17-59d4-a5be-e7440aca5b21;MNT;MNT_OPEN_LOT_A;MNT_STRUCTURED_B","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","scripts/uat/Seed-StatutoryDiscountPilotFixture.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","scripts/uat/Verify-ManagementPlatformUatIdentityRbac.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","scripts/uat/Verify-StatutoryDiscountPilotFixture.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","bruno/operator-console-access-evaluation/environments/local.bru","LOCAL_DEVELOPMENT_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","bruno/operator-console-access-evaluation/README.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","bruno/operator-console-session-lookup/environments/local.bru","LOCAL_DEVELOPMENT_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","bruno/operator-console-session-lookup/README.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","bruno/operator-console-statutory-discount-draft/environments/local.bru","LOCAL_DEVELOPMENT_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/operator-console/OperatorConsole_Access_Readiness_API_Backend_Design_v1.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/operator-console/OperatorConsole_Policy_Registry_DB_Baseline_Alignment_Plan_v1.md","DOCUMENTATION","MNT","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/operator-console/OperatorConsole_Production_Policy_Registry_Admin_Import_Alignment_v1.md","DOCUMENTATION","MNT","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/operator-console/OperatorConsole_Production_Policy_Registry_Readiness_v1.md","DOCUMENTATION","MNT","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/operator-console/OperatorConsole_Statutory_Discount_Pilot_Readiness_Signoff_v1.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/operator-console/OperatorConsole_Statutory_Discount_Validation_Runbook_v1.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/operator-console/statutory-discount-payable-basis-application-design.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/v1.3/central-pms/db-alignment/ExitPass_Central_PMS_DB_Alignment_With_exitpassdb_v1.2_Audit_v1.0.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/v1.3/management-platform/ExitPass_Management_Platform_UAT_User_Role_Permission_Seed_Result_v1.0.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/v1.3/operator-console/runbooks/ExitPass_Operator_Console_Statutory_Discount_Aligned_DB_UAT_Result_v1.0.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","docs/v1.3/operator-console/runbooks/ExitPass_Operator_Console_Statutory_Discount_Review_Apply_UAT_Smoke_Result_v1.0.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","ExitPass_Reference_Data_v1.2.sql","CONTROLLED_SOURCE_REFERENCE","110a07ad-773f-5018-b18a-d4d78e2ae6dd;594afaf3-6f55-54be-933d-c6572f4e02ec;db5f423b-ed17-59d4-a5be-e7440aca5b21;MNT;MNT_OPEN_LOT_A;MNT_STRUCTURED_B","true","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","infra/db/fixtures/operator-console-access-evaluation/Seed-OperatorConsoleAccessEvaluationManualFixtures.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","scripts/hikcentral/Invoke-HikCentralVendorAckUat.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","scripts/management-platform/Invoke-ManagementPlatformUatIdentityRbacPreflight.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","scripts/management-platform/Verify-ManagementPlatformUatIdentityRbac.sql","VALIDATOR","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","scripts/operator-console/Invoke-StatutoryDiscountOperatorUatAlignedDbPreflight.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","scripts/operator-console/Invoke-StatutoryDiscountPilotPreflight.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","scripts/operator-console/Seed-StatutoryDiscountPilotFixture.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","scripts/operator-console/Verify-StatutoryDiscountPilotFixture.sql","VALIDATOR","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleAccessReadinessApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleDedicatedPolicyRegistryIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountAlignedDbUatApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountDecisionApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountDraftApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountE2EIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountLockedSchemaFixture.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountPolicyResolutionApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/CentralPms/tests/ExitPass.CentralPms.UnitTests/Application/ManagementPlatformIdentityRbacInventoryServiceTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/CentralPms/tests/ExitPass.CentralPms.UnitTests/Application/OperatorConsoleAccessReadinessServiceTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/ManagementPlatformUi/e2e/sales-invoice-profile-manage.spec.ts","AUTOMATED_TEST","77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/ManagementPlatformUi/src/App.test.tsx","AUTOMATED_TEST","77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/ManagementPlatformUi/src/auth.ts","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/OperatorConsoleUi/e2e/fixtures/operator-console-ordinance-browser-smoke-server.mjs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/OperatorConsoleUi/src/apiClient.ts","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-Discounts","ffbcd184a70ecfe89655dc3e8380201bd4a28090","src/Services/OperatorConsoleUi/src/App.test.tsx","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-ManagementPlatform","5b288875ad68c230b713e5fd69a60dda99dc00de","e2e/sales-invoice-profile-manage.spec.ts","AUTOMATED_TEST","77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-ManagementPlatform","5b288875ad68c230b713e5fd69a60dda99dc00de","src/App.test.tsx","AUTOMATED_TEST","77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-ManagementPlatform","5b288875ad68c230b713e5fd69a60dda99dc00de","src/auth.ts","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-ManagementPlatform","5b288875ad68c230b713e5fd69a60dda99dc00de","src/RbacInventoryPage.test.tsx","AUTOMATED_TEST","77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
